TITLE = "Temporal Signal for fault receiver number 00000002 "
VARIABLES = "Time" ,"SRs" ,"SRd" ,"T_s" ,"T_d" ,"P_n" ,"u_n" ,"Mud" ,"StV" ,"Ts0" ,"Td0" ,"Pn0" ,"Sls" ,"Sld" ,"Vr" ,"ASI" ,"PSR" ,"RT" ,"DS" ,"P_f" ,"Tmp"
# x1       0.000000000000E+00
# x2       0.000000000000E+00
# x3      -0.750000000000E+04
# P_0      -0.120000000000E+09
# T_s       0.750000000000E+08
# T_d       0.734788079487E-08
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.625000000000000        1606238976.00000        75000000.0000000       7.347880970343112E-009  -120000000.000000       0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.417588452601824E-003  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.625000000000000        1606238976.00000        75000000.0000000       7.347880970343112E-009  -120000000.000000       0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  2.835176905203648E-003 -1.942067315882472E-014 -4.803762601291145E-016  1.490835455086881E-009  3.642247267676701E-011  1.355884626796922E-009 -8.463698792752778E-017  0.625000000000000        1606238976.00000        75000000.0000000       7.384303390978175E-009  -120000000.000000       0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  4.252765357805472E-003 -1.942067315882472E-014 -4.803762601291145E-016  1.490835455086881E-009  3.642247267676701E-011  1.355884626796922E-009 -8.463698792752778E-017  0.625000000000000        1606238976.00000        75000000.0000000       7.384303390978175E-009  -120000000.000000      -2.833557507351419E-015 -6.913202997570311E-017  0.000000000000000E+000  2.835176822588333E-015  9.999999960041972E-013  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  5.670353810407296E-003 -7.242370223502215E-014 -8.182130747404464E-016  5.712319950390565E-009  1.585491293809582E-009  8.582969002191021E-009 -5.457393574490055E-016  0.625000000000000        1606238976.00000        75000000.0000000       8.933372264152695E-009  -120000000.000000      -2.833557507351419E-015 -6.913202997570311E-017  0.000000000000000E+000  2.835176822588333E-015  9.999999960041972E-013  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  7.087942263009120E-003 -7.242370223502215E-014 -8.182130747404464E-016  5.712319950390565E-009  1.585491293809582E-009  8.582969002191021E-009 -5.457393574490055E-016  0.625000000000000        1606238976.00000        75000000.0000000       8.933372264152695E-009  -120000000.000000      -2.833557507351419E-015 -6.913202997570311E-017  0.000000000000000E+000  2.835176822588333E-015  9.999999960041972E-013  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  8.505530715610944E-003 -1.520279263806171E-013 -1.435358633131969E-015  1.168190522093937E-008  4.056881497405129E-009  1.460402110353698E-008 -1.025246561774237E-015  0.625000000000000        1606238976.00000        75000000.0000000       1.140476246774824E-008  -120000000.000000      -5.668715906973149E-015 -7.649975416149253E-017  0.000000000000000E+000  5.670353645176665E-015  9.999999960041972E-013  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  9.923119168212768E-003 -1.520279263806171E-013 -1.435358633131969E-015  1.168190522093937E-008  4.056881497405129E-009  1.460402110353698E-008 -1.025246561774237E-015  0.625000000000000        1606238976.00000        75000000.0000000       1.140476246774824E-008  -120000000.000000      -8.503856730661223E-015 -8.879080441363837E-017  0.000000000000000E+000  8.505530467764998E-015  9.999999960041972E-013  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.134070762081459E-002 -2.513376605364076E-013 -1.489418287528989E-015  2.099032592184358E-008  6.592081103207192E-009  1.735249632872637E-008 -1.430796407798939E-015  0.625000000000000        1606238976.00000        75000000.0000000       1.393996207355030E-008  -120000000.000000      -8.503856730661223E-015 -8.879080441363837E-017  0.000000000000000E+000  8.505530467764998E-015  9.999999960041972E-013  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.275829607341642E-002 -2.513376605364076E-013 -1.489418287528989E-015  2.099032592184358E-008  6.592081103207192E-009  1.735249632872637E-008 -1.430796407798939E-015  0.625000000000000        1606238976.00000        75000000.0000000       1.393996207355030E-008  -120000000.000000      -8.503856730661223E-015 -8.879080441363837E-017  0.000000000000000E+000  8.505530467764998E-015  9.999999960041972E-013  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.417588452601824E-002 -3.655664638189948E-013 -1.926537898530806E-015  2.936012499787921E-008  8.882561353118490E-009  1.833301332965220E-008 -1.931338246001133E-015  0.625000000000000        1606238976.00000        75000000.0000000       1.623044276755081E-008  -120000000.000000      -1.133901153039293E-014 -7.812503833370612E-017  0.000000000000000E+000  1.134070729035333E-014  9.999999960041972E-013  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.559347297862007E-002 -3.655664638189948E-013 -1.926537898530806E-015  2.936012499787921E-008  8.882561353118490E-009  1.833301332965220E-008 -1.931338246001133E-015  0.625000000000000        1606238976.00000        75000000.0000000       1.623044276755081E-008  -120000000.000000      -1.417418411781652E-014 -7.884808021586118E-017  0.000000000000000E+000  1.417588411294166E-014  9.999999960041972E-013  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.701106143122189E-002 -4.910875308836160E-013 -2.512657592976470E-015  3.346710641949358E-008  1.217495970706750E-008  1.722876419307795E-008 -2.474727245840185E-015  0.625000000000000        1606238976.00000        75000000.0000000       1.952284023332140E-008  -120000000.000000      -1.417418411781652E-014 -7.884808021586118E-017  0.000000000000000E+000  1.417588411294166E-014  9.999999960041972E-013  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.842864988382372E-002 -4.910875308836160E-013 -2.512657592976470E-015  3.346710641949358E-008  1.217495970706750E-008  1.722876419307795E-008 -2.474727245840185E-015  0.625000000000000        1606238976.00000        75000000.0000000       1.952284023332140E-008  -120000000.000000      -1.417418411781652E-014 -7.884808021586118E-017  0.000000000000000E+000  1.417588411294166E-014  9.999999960041972E-013  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.984623833642554E-002  5.881007351027021E-014 -2.457270320313748E-015 -5.969061930954922E-006  2.340617655249844E-008  1.744099975553581E-008 -2.996848307164866E-015  0.625000000000000        1606238976.00000        75000000.0000000       3.075405530239550E-008  -120000000.000000      -1.700935331710833E-014 -8.284442136567637E-017  0.000000000000000E+000  1.701106093553000E-014  9.999999960041972E-013  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  2.126382678902737E-002  5.881007351027021E-014 -2.457270320313748E-015 -6.002429290674627E-004  1.582186825999088E-008  1.744099975553581E-008 -2.996848307164866E-015  0.625000000000000        1606238976.00000        75000000.0000000       2.316974878624478E-008  -120000000.000000      -1.417417649452000E-014 -8.263558803950878E-017  0.000000000000000E+000  1.984623775811833E-014  9.999999960041972E-013  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  2.268141524162919E-002  4.540883294379405E-011 -2.099335584385999E-014 -6.003700545988977E-004  3.267420112251784E-008  2.271481491789018E-007 -1.539451380228821E-014  0.625000000000000        1606238976.00000        75000000.0000000       4.002207987241491E-008  -120000000.000000      -1.417417649452000E-014 -8.263558803950878E-017  0.000000000000000E+000  1.984623775811833E-014  9.999999960041972E-013  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  2.409900369423102E-002  4.540883294379405E-011 -2.099335584385999E-014 -6.003700545988977E-004  3.267420112251784E-008  2.271481491789018E-007 -1.539451380228821E-014  0.625000000000000        1606238976.00000        75000000.0000000       4.002207987241491E-008  -120000000.000000      -1.417417649452000E-014 -8.263558803950878E-017  0.000000000000000E+000  1.984623775811833E-014  9.999999960041972E-013  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  2.551659214683284E-002  1.099076940569432E-009 -4.972974072467440E-013 -1.407452020794153E-002 -7.591481221425056E-009  5.190894171391847E-006 -2.586979296146513E-013  0.625000000000000        1606238976.00000        75000000.0000000      -2.436002233263679E-010  -120000000.000000      -1.133899967193167E-014 -8.263368883282236E-017  0.000000000000000E+000  2.268141458070666E-014  9.999999960041972E-013  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
