time,variable,simulation_index,measurement
0.00000000000000000e+00,gravitational_energy,0,0.00000000000000000e+00
0.00000000000000000e+00,acoustic_energy,0,0.00000000000000000e+00
0.00000000000000000e+00,acoustic_kinetic_energy,0,0.00000000000000000e+00
0.00000000000000000e+00,elastic_energy,0,5.12684085578677716e-05
0.00000000000000000e+00,elastic_kinetic_energy,0,3.20192867904147625e+08
0.00000000000000000e+00,plastic_moment,0,0.00000000000000000e+00
0.00000000000000000e+00,momentumX,0,1.07512412067299461e+09
0.00000000000000000e+00,momentumY,0,0.00000000000000000e+00
0.00000000000000000e+00,momentumZ,0,1.83629131880603909e+09
0.00000000000000000e+00,total_frictional_work,0,0.00000000000000000e+00
0.00000000000000000e+00,static_frictional_work,0,0.00000000000000000e+00
0.00000000000000000e+00,seismic_moment,0,0.00000000000000000e+00
0.00000000000000000e+00,potency,0,0.00000000000000000e+00
0.00000000000000000e+00,plastic_moment,0,0.00000000000000000e+00
1.00000000000000000e+00,gravitational_energy,0,0.00000000000000000e+00
1.00000000000000000e+00,acoustic_energy,0,0.00000000000000000e+00
1.00000000000000000e+00,acoustic_kinetic_energy,0,0.00000000000000000e+00
1.00000000000000000e+00,elastic_energy,0,2.64493208942400478e+06
1.00000000000000000e+00,elastic_kinetic_energy,0,2.70398634406889789e+06
1.00000000000000000e+00,plastic_moment,0,0.00000000000000000e+00
1.00000000000000000e+00,momentumX,0,2.55250757254872471e+08
1.00000000000000000e+00,momentumY,0,8.07336241233825207e+08
1.00000000000000000e+00,momentumZ,0,1.50325790209815264e+09
1.00000000000000000e+00,total_frictional_work,0,0.00000000000000000e+00
1.00000000000000000e+00,static_frictional_work,0,0.00000000000000000e+00
1.00000000000000000e+00,seismic_moment,0,0.00000000000000000e+00
1.00000000000000000e+00,potency,0,0.00000000000000000e+00
1.00000000000000000e+00,plastic_moment,0,0.00000000000000000e+00
2.00000000000000000e+00,gravitational_energy,0,0.00000000000000000e+00
2.00000000000000000e+00,acoustic_energy,0,0.00000000000000000e+00
2.00000000000000000e+00,acoustic_kinetic_energy,0,0.00000000000000000e+00
2.00000000000000000e+00,elastic_energy,0,1.32657104766036361e+06
2.00000000000000000e+00,elastic_kinetic_energy,0,1.21391336512147589e+06
2.00000000000000000e+00,plastic_moment,0,0.00000000000000000e+00
2.00000000000000000e+00,momentumX,0,6.59717267036573410e+08
2.00000000000000000e+00,momentumY,0,-5.41383822519561648e+08
2.00000000000000000e+00,momentumZ,0,3.51345568615113974e+08
2.00000000000000000e+00,total_frictional_work,0,0.00000000000000000e+00
2.00000000000000000e+00,static_frictional_work,0,0.00000000000000000e+00
2.00000000000000000e+00,seismic_moment,0,0.00000000000000000e+00
2.00000000000000000e+00,potency,0,0.00000000000000000e+00
2.00000000000000000e+00,plastic_moment,0,0.00000000000000000e+00
