time,variable,simulation_index,measurement
0.00000000000000000e+00,gravitational_energy,0,0.00000000000000000e+00
0.00000000000000000e+00,acoustic_energy,0,0.00000000000000000e+00
0.00000000000000000e+00,acoustic_kinetic_energy,0,0.00000000000000000e+00
0.00000000000000000e+00,elastic_energy,0,5.12688106420450111e-05
0.00000000000000000e+00,elastic_kinetic_energy,0,3.20214177920457423e+08
0.00000000000000000e+00,plastic_moment,0,0.00000000000000000e+00
0.00000000000000000e+00,momentumX,0,1.07549900676949382e+09
0.00000000000000000e+00,momentumY,0,0.00000000000000000e+00
0.00000000000000000e+00,momentumZ,0,1.83863818233280182e+09
0.00000000000000000e+00,total_frictional_work,0,0.00000000000000000e+00
0.00000000000000000e+00,static_frictional_work,0,0.00000000000000000e+00
0.00000000000000000e+00,seismic_moment,0,0.00000000000000000e+00
0.00000000000000000e+00,potency,0,0.00000000000000000e+00
0.00000000000000000e+00,plastic_moment,0,0.00000000000000000e+00
1.00000000000000000e+00,gravitational_energy,0,0.00000000000000000e+00
1.00000000000000000e+00,acoustic_energy,0,0.00000000000000000e+00
1.00000000000000000e+00,acoustic_kinetic_energy,0,0.00000000000000000e+00
1.00000000000000000e+00,elastic_energy,0,2.64497802603378892e+06
1.00000000000000000e+00,elastic_kinetic_energy,0,2.70407617691401625e+06
1.00000000000000000e+00,plastic_moment,0,0.00000000000000000e+00
1.00000000000000000e+00,momentumX,0,2.54489078829232633e+08
1.00000000000000000e+00,momentumY,0,8.08102797043316364e+08
1.00000000000000000e+00,momentumZ,0,1.50338243946705222e+09
1.00000000000000000e+00,total_frictional_work,0,0.00000000000000000e+00
1.00000000000000000e+00,static_frictional_work,0,0.00000000000000000e+00
1.00000000000000000e+00,seismic_moment,0,0.00000000000000000e+00
1.00000000000000000e+00,potency,0,0.00000000000000000e+00
1.00000000000000000e+00,plastic_moment,0,0.00000000000000000e+00
2.00000000000000000e+00,gravitational_energy,0,0.00000000000000000e+00
2.00000000000000000e+00,acoustic_energy,0,0.00000000000000000e+00
2.00000000000000000e+00,acoustic_kinetic_energy,0,0.00000000000000000e+00
2.00000000000000000e+00,elastic_energy,0,1.32663103899978567e+06
2.00000000000000000e+00,elastic_kinetic_energy,0,1.21389053610926238e+06
2.00000000000000000e+00,plastic_moment,0,0.00000000000000000e+00
2.00000000000000000e+00,momentumX,0,6.58402749518573761e+08
2.00000000000000000e+00,momentumY,0,-5.43184251885240674e+08
2.00000000000000000e+00,momentumZ,0,3.51276266429264784e+08
2.00000000000000000e+00,total_frictional_work,0,0.00000000000000000e+00
2.00000000000000000e+00,static_frictional_work,0,0.00000000000000000e+00
2.00000000000000000e+00,seismic_moment,0,0.00000000000000000e+00
2.00000000000000000e+00,potency,0,0.00000000000000000e+00
2.00000000000000000e+00,plastic_moment,0,0.00000000000000000e+00
